datetime,temp,precip,snow,windspeed,conditions
2021-12-31T00:00:00,9.4,0,0,3.5,Overcast
2021-12-31T01:00:00,9,0,0,7.4,Overcast
2021-12-31T02:00:00,9.4,0,0,3,Overcast
2021-12-31T03:00:00,9.4,0,0,6.5,Overcast
2021-12-31T04:00:00,9,0,0,3.5,Overcast
2021-12-31T05:00:00,9.2,0,0,2.5,Overcast
2021-12-31T06:00:00,9.4,0,0,0,Overcast
2021-12-31T07:00:00,10,0,0,0,Overcast
2021-12-31T08:00:00,10.2,0,0,0,Overcast
2021-12-31T09:00:00,10.7,0,0,0,Overcast
2021-12-31T10:00:00,10.8,0,0,3.5,Overcast
2021-12-31T11:00:00,11.8,0,0,7.9,Clear
2021-12-31T12:00:00,11.8,0,0,7.4,Partially cloudy
2021-12-31T13:00:00,11.3,0,0,11.2,Overcast
2021-12-31T14:00:00,11.3,0,0,4.4,Overcast
2021-12-31T15:00:00,11.3,0,0,7.9,Overcast
2021-12-31T16:00:00,10.7,0,0,12.1,Overcast
2021-12-31T17:00:00,10.7,0,0,10.3,Overcast
2021-12-31T18:00:00,10.7,0,0,3.5,Overcast
2021-12-31T19:00:00,10.7,0,0,10,Overcast
2021-12-31T20:00:00,10.7,0,0,6.9,Overcast
2021-12-31T21:00:00,10.8,0,0,6,Overcast
2021-12-31T22:00:00,11,0,0,9.4,Overcast
2021-12-31T23:00:00,10.7,0,0,3,Overcast
2022-01-01T00:00:00,10.7,0,0,9,Overcast
2022-01-01T01:00:00,10.7,0,0,3,Overcast
2022-01-01T02:00:00,10.7,0,0,0,Overcast
2022-01-01T03:00:00,10.7,0,0,8,Overcast
2022-01-01T04:00:00,10.1,0,0,8.5,Overcast
2022-01-01T05:00:00,10,0,0,2.5,Overcast
2022-01-01T06:00:00,10.7,0,0,8.5,Overcast
2022-01-01T07:00:00,10.7,0.091,0,2.5,"Rain, Overcast"
2022-01-01T08:00:00,10.2,0.886,0,9.4,"Rain, Overcast"
2022-01-01T09:00:00,11.1,0.947,0,10,"Rain, Overcast"
2022-01-01T10:00:00,11.7,0.36,0,9.4,"Rain, Overcast"
2022-01-01T11:00:00,12.2,0.224,0,8.6,"Rain, Overcast"
2022-01-01T12:00:00,12.4,0.091,0,10.7,"Rain, Overcast"
2022-01-01T13:00:00,12.5,0.44,0,8,"Rain, Overcast"
2022-01-01T14:00:00,12.5,0,0,0,Overcast
2022-01-01T15:00:00,13.1,0,0,2,Overcast
2022-01-01T16:00:00,13.5,0,0,3,Overcast
2022-01-01T17:00:00,13.4,0,0,1.4,Overcast
2022-01-01T18:00:00,12.4,0.469,0,2,"Rain, Overcast"
2022-01-01T19:00:00,12.1,1.166,0,3.9,"Rain, Overcast"
2022-01-01T20:00:00,11.6,1.451,0,8,"Rain, Overcast"
2022-01-01T21:00:00,11.4,1.417,0,7.4,"Rain, Overcast"
2022-01-01T22:00:00,11.6,3.727,0,13.1,"Rain, Overcast"
2022-01-01T23:00:00,11.4,7.194,0,10,"Rain, Overcast"
2022-01-02T00:00:00,10.8,1.318,0,13.8,"Rain, Overcast"
2022-01-02T01:00:00,10.8,0.5,0,13,"Rain, Overcast"
2022-01-02T02:00:00,10.7,0,0,4,Overcast
2022-01-02T03:00:00,10.8,0,0,10,Overcast
2022-01-02T04:00:00,11.1,0,0,3,Overcast
2022-01-02T05:00:00,11.3,0,0,2.3,Overcast
2022-01-02T06:00:00,11,0.5,0,3,"Rain, Overcast"
2022-01-02T07:00:00,11.2,0,0,6.4,Overcast
2022-01-02T08:00:00,11.1,0,0,0,Overcast
2022-01-02T09:00:00,11.8,0,0,3,Overcast
2022-01-02T10:00:00,12.2,0,0,11.6,Overcast
2022-01-02T11:00:00,12.2,0,0,14.8,Overcast
2022-01-02T12:00:00,12.9,0,0,15.2,Overcast
2022-01-02T13:00:00,14,0,0,16.3,Overcast
2022-01-02T14:00:00,14.7,0,0,15.2,Overcast
2022-01-02T15:00:00,12.7,0,0,13.7,Partially cloudy
2022-01-02T16:00:00,11.4,0,0,3,Partially cloudy
2022-01-02T17:00:00,10.7,0,0,15.5,Overcast
2022-01-02T18:00:00,9.3,0,0,17.7,Overcast
2022-01-02T19:00:00,8,0,0,17.1,Overcast
2022-01-02T20:00:00,4.7,0,0,22.9,Partially cloudy
2022-01-02T21:00:00,3.6,0,0,14.3,Partially cloudy
2022-01-02T22:00:00,3.6,0,0,12.3,Partially cloudy
2022-01-02T23:00:00,3.6,0,0,8.9,Overcast
2022-01-03T00:00:00,3.3,0,0,13.4,Partially cloudy
2022-01-03T01:00:00,3.1,0,0,13.9,Partially cloudy
2022-01-03T02:00:00,2.5,0,0,10.4,Partially cloudy
2022-01-03T03:00:00,2.4,0,0,18.4,Overcast
2022-01-03T04:00:00,1.3,0,0,25.1,Overcast
2022-01-03T05:00:00,0.8,0,0,12.6,Overcast
2022-01-03T06:00:00,0.3,0,0,18.4,Overcast
2022-01-03T07:00:00,-0.3,0,0,23.6,Partially cloudy
2022-01-03T08:00:00,-0.5,0,0,18,Partially cloudy
2022-01-03T09:00:00,-1,0,0,25.9,Overcast
2022-01-03T10:00:00,-1,0,0,20.4,Overcast
2022-01-03T11:00:00,-1.5,0,0,13.7,Overcast
2022-01-03T12:00:00,-1.5,0,0,13.7,Overcast
2022-01-03T13:00:00,-1.5,0,0,18.1,Overcast
2022-01-03T14:00:00,-1.9,0,0,22,Overcast
2022-01-03T15:00:00,-2.5,0,0,17.7,Overcast
2022-01-03T16:00:00,-2.5,0,0,21.5,Partially cloudy
2022-01-03T17:00:00,-2.5,0,0,26.1,Partially cloudy
2022-01-03T18:00:00,-2.6,0,0,18.2,Partially cloudy
2022-01-03T19:00:00,-3,0,0,17.3,Partially cloudy
2022-01-03T20:00:00,-3.6,0,0,13.7,Partially cloudy
2022-01-03T21:00:00,-4.1,0,0,22.3,Clear
2022-01-03T22:00:00,-4.1,0,0,15.5,Clear
2022-01-03T23:00:00,-4.7,0,0,18.2,Clear
2022-01-04T00:00:00,-5.2,0,0,12.5,Clear
2022-01-04T01:00:00,-5.3,0,0,15.5,Clear
2022-01-04T02:00:00,-5.8,0,0,13.3,Clear
2022-01-04T03:00:00,-6.2,0,0,17.3,Clear
2022-01-04T04:00:00,-6.4,0,0,18.1,Clear
2022-01-04T05:00:00,-6.4,0,0,19.9,Clear
2022-01-04T06:00:00,-6.9,0,0,18.1,Clear
2022-01-04T07:00:00,-6.9,0,0,19.9,Clear
2022-01-04T08:00:00,-6.7,0,0,14.8,Clear
2022-01-04T09:00:00,-6.2,0,0,6.5,Clear
2022-01-04T10:00:00,-5,0,0,7,Clear
2022-01-04T11:00:00,-2.5,0,0,0,Clear
2022-01-04T12:00:00,-0.8,0,0,4,Clear
2022-01-04T13:00:00,-0.3,0,0,7,Clear
2022-01-04T14:00:00,0.5,0,0,7,Clear
2022-01-04T15:00:00,0.8,0,0,9.5,Clear
2022-01-04T16:00:00,1.3,0,0,11.6,Partially cloudy
2022-01-04T17:00:00,0.8,0,0,11.6,Partially cloudy
2022-01-04T18:00:00,0.8,0,0,7.4,Partially cloudy
2022-01-04T19:00:00,0.8,0,0,9.8,Partially cloudy
2022-01-04T20:00:00,0.8,0,0,13.4,Partially cloudy
2022-01-04T21:00:00,0.8,0,0,11.3,Partially cloudy
2022-01-04T22:00:00,0.2,0,0,9.8,Partially cloudy
2022-01-04T23:00:00,0.2,0,0,3.5,Clear
2022-01-05T00:00:00,-0.5,0,0,9.5,Clear
2022-01-05T01:00:00,0,0,0,8.5,Clear
2022-01-05T02:00:00,0.5,0,0,6.5,Partially cloudy
2022-01-05T03:00:00,0.7,0,0,8.5,Partially cloudy
2022-01-05T04:00:00,0.8,0,0,6.9,Overcast
2022-01-05T05:00:00,0.8,0,0,8.3,Overcast
2022-01-05T06:00:00,0.9,0.3,0,7,"Snow, Rain, Overcast"
2022-01-05T07:00:00,0.9,0.547,0,1.4,"Snow, Rain, Overcast"
2022-01-05T08:00:00,2.1,0.59,0,3.1,"Rain, Overcast"
2022-01-05T09:00:00,3,0.487,0,3,"Rain, Overcast"
2022-01-05T10:00:00,3.5,0.353,0,13.9,"Rain, Overcast"
2022-01-05T11:00:00,4.2,1.513,0,10.7,"Rain, Overcast"
2022-01-05T12:00:00,4.7,1.469,0,13.4,"Rain, Overcast"
2022-01-05T13:00:00,6.3,0.486,0,20.5,"Rain, Overcast"
2022-01-05T14:00:00,7.2,0,0,8.9,Overcast
2022-01-05T15:00:00,7.9,0,0,9.5,Overcast
2022-01-05T16:00:00,8,0,0,10.7,Overcast
2022-01-05T17:00:00,8.1,0,0,6.5,Partially cloudy
2022-01-05T18:00:00,8,0,0,15.2,Partially cloudy
2022-01-05T19:00:00,8,0,0,11.6,Partially cloudy
2022-01-05T20:00:00,7,0,0,13.8,Partially cloudy
2022-01-05T21:00:00,6.8,0,0,11.8,Partially cloudy
2022-01-05T22:00:00,5.9,0,0,13.4,Partially cloudy
2022-01-05T23:00:00,5.8,0,0,11.6,Partially cloudy
2022-01-06T00:00:00,5.2,0,0,16.1,Partially cloudy
2022-01-06T01:00:00,4.7,0,0,9.8,Partially cloudy
2022-01-06T02:00:00,4.8,0,0,9.9,Partially cloudy
2022-01-06T03:00:00,4.3,0,0,7.9,Clear
2022-01-06T04:00:00,4.3,0,0,14.4,Clear
2022-01-06T05:00:00,4.2,0,0,13.7,Clear
2022-01-06T06:00:00,4.2,0,0,19.9,Clear
2022-01-06T07:00:00,3.6,0,0,19.1,Clear
2022-01-06T08:00:00,3.1,0,0,21.3,Partially cloudy
2022-01-06T09:00:00,3,0,0.49,17.6,Partially cloudy
2022-01-06T10:00:00,3,0,0.49,19.4,Partially cloudy
2022-01-06T11:00:00,3,0,0.49,15.9,Partially cloudy
2022-01-06T12:00:00,3.1,0,0.49,15.1,Partially cloudy
2022-01-06T13:00:00,3.1,0,0.49,15.9,Partially cloudy
2022-01-06T14:00:00,3.1,0,0.49,14.4,Clear
2022-01-06T15:00:00,3.5,0,0.49,10.4,Partially cloudy
2022-01-06T16:00:00,3.1,0,0.49,1.4,Partially cloudy
2022-01-06T17:00:00,2.5,0,0.49,4.4,Partially cloudy
2022-01-06T18:00:00,2.5,0,0.49,15,Partially cloudy
2022-01-06T19:00:00,2,0,0.49,6.5,Partially cloudy
2022-01-06T20:00:00,1.8,0,0.49,2,Partially cloudy
2022-01-06T21:00:00,1.8,0,0.49,9.8,Overcast
2022-01-06T22:00:00,1.8,0,0.49,9.8,Overcast
2022-01-06T23:00:00,1.8,0,0.49,9.8,Overcast
2022-01-07T00:00:00,1.4,0,0.49,12.1,Overcast
2022-01-07T01:00:00,-0.7,0,0.49,24,Overcast
2022-01-07T02:00:00,-0.8,0.034,0.49,12.1,"Snow, Rain, Overcast"
2022-01-07T03:00:00,-1.4,0.724,0.49,18.4,"Snow, Rain, Overcast"
2022-01-07T04:00:00,-1.4,2.568,0.49,16.8,"Snow, Rain, Overcast"
2022-01-07T05:00:00,-1.5,1.828,0.49,4.4,"Snow, Rain, Overcast"
2022-01-07T06:00:00,-1.9,1.72,0.49,9.5,"Snow, Rain, Overcast"
2022-01-07T07:00:00,-1.9,1.743,0.49,14.1,"Snow, Rain, Overcast"
2022-01-07T08:00:00,-1.9,0.568,0.49,13,"Snow, Rain, Overcast"
2022-01-07T09:00:00,-1.9,0.129,0,17.7,"Snow, Rain, Overcast"
2022-01-07T10:00:00,-1.4,0,0,16.8,Partially cloudy
2022-01-07T11:00:00,-0.2,0,0,21.6,Partially cloudy
2022-01-07T12:00:00,1.1,0,0,22.4,Partially cloudy
2022-01-07T13:00:00,0.9,0,0,21.7,Overcast
2022-01-07T14:00:00,0.6,0,0,20.1,Partially cloudy
2022-01-07T15:00:00,0.8,0,0,22.4,Overcast
2022-01-07T16:00:00,0.9,0,0,23.4,Partially cloudy
2022-01-07T17:00:00,-0.3,0,0,23.4,Clear
2022-01-07T18:00:00,-0.8,0,0,19.9,Partially cloudy
2022-01-07T19:00:00,-1.4,0,0,19.4,Clear
2022-01-07T20:00:00,-1.9,0,0,20.6,Clear
2022-01-07T21:00:00,-2.5,0,0,20.2,Clear
2022-01-07T22:00:00,-2.9,0,0,19.3,Clear
2022-01-07T23:00:00,-3,0,0,20,Clear
2022-01-08T00:00:00,-3,0,0,20.4,Partially cloudy
2022-01-08T01:00:00,-3.9,0,0,20.2,Clear
2022-01-08T02:00:00,-4.1,0,0,20.2,Clear
2022-01-08T03:00:00,-4.5,0,0,24,Clear
2022-01-08T04:00:00,-5.2,0,0,17.4,Clear
2022-01-08T05:00:00,-5.3,0,0,17.1,Clear
2022-01-08T06:00:00,-5.3,0,0,12.8,Clear
2022-01-08T07:00:00,-5.7,0,0,23.5,Clear
2022-01-08T08:00:00,-6.2,0,0,21,Clear
2022-01-08T09:00:00,-5.8,0,0,16.8,Clear
2022-01-08T10:00:00,-5.2,0,0,11,Clear
2022-01-08T11:00:00,-4.1,0,0,14.4,Clear
2022-01-08T12:00:00,-3,0,0,10,Clear
2022-01-08T13:00:00,-2.5,0,0,9.4,Clear
2022-01-08T14:00:00,-1.9,0,0,2,Clear
2022-01-08T15:00:00,-1.4,0,0,5.5,Clear
2022-01-08T16:00:00,-1.2,0,0,4,Clear
2022-01-08T17:00:00,-1.5,0,0,5.5,Clear
2022-01-08T18:00:00,-1.4,0,0,0,Clear
2022-01-08T19:00:00,-1.5,0,0,7.4,Clear
2022-01-08T20:00:00,-1.5,0,0,6.9,Clear
2022-01-08T21:00:00,-1.5,0,0,3,Clear
2022-01-08T22:00:00,-1.5,0,0,11.8,Clear
2022-01-08T23:00:00,-1.5,0,0,9.8,Clear
2022-01-09T00:00:00,-1.2,0,0,10.3,Clear
2022-01-09T01:00:00,-1.2,0,0,18.4,Clear
2022-01-09T02:00:00,-1.5,0,0,14.8,Clear
2022-01-09T03:00:00,-1,0,0,12.1,Partially cloudy
2022-01-09T04:00:00,-0.5,0,0,16.6,Partially cloudy
2022-01-09T05:00:00,0.2,0,0,16.6,Partially cloudy
2022-01-09T06:00:00,0.8,0,0,16.6,Overcast
2022-01-09T07:00:00,1.3,0,0,20.8,Partially cloudy
2022-01-09T08:00:00,1.8,0,0,20.5,Overcast
2022-01-09T09:00:00,2.2,0,0,14.1,Overcast
2022-01-09T10:00:00,2.4,0,0,16,Overcast
2022-01-09T11:00:00,3,0,0,15.7,Overcast
2022-01-09T12:00:00,3.5,0,0,22.3,Overcast
2022-01-09T13:00:00,3.6,0,0,18.4,Overcast
2022-01-09T14:00:00,4,0,0,15,Overcast
2022-01-09T15:00:00,4,0,0,13.7,Overcast
2022-01-09T16:00:00,4,0,0,11.8,Overcast
2022-01-09T17:00:00,3.6,0.3,0,12.5,"Rain, Overcast"
2022-01-09T18:00:00,3.6,0.36,0,18.4,"Rain, Overcast"
2022-01-09T19:00:00,3.6,0.629,0,14.8,"Rain, Overcast"
2022-01-09T20:00:00,3.6,0.414,0,13.9,"Rain, Overcast"
2022-01-09T21:00:00,3.8,0.796,0,10.8,"Rain, Overcast"
2022-01-09T22:00:00,4.2,0.266,0,13,"Rain, Partially cloudy"
2022-01-09T23:00:00,4.3,0,0,12.5,Partially cloudy
2022-01-10T00:00:00,4.3,0,0,16.3,Partially cloudy
2022-01-10T01:00:00,4.7,0,0,16.1,Overcast
2022-01-10T02:00:00,4.2,0,0,12.3,Overcast
2022-01-10T03:00:00,3.6,0,0,17.4,Overcast
2022-01-10T04:00:00,2,0,0,24,Overcast
2022-01-10T05:00:00,0.9,0,0,28.2,Partially cloudy
2022-01-10T06:00:00,-0.3,0,0,33.6,Partially cloudy
2022-01-10T07:00:00,-1.4,0,0,14.8,Partially cloudy
2022-01-10T08:00:00,-1.9,0,0,17.3,Partially cloudy
2022-01-10T09:00:00,-1.9,0,0,19.4,Clear
2022-01-10T10:00:00,-2,0,0,25.9,Clear
2022-01-10T11:00:00,-1.9,0,0,15.9,Partially cloudy
2022-01-10T12:00:00,-1.5,0,0,18.7,Partially cloudy
2022-01-10T13:00:00,-1.4,0,0,19.3,Partially cloudy
2022-01-10T14:00:00,-1.4,0,0,11,Partially cloudy
2022-01-10T15:00:00,-1.4,0,0,15.1,Partially cloudy
2022-01-10T16:00:00,-1.9,0,0,19.4,Partially cloudy
2022-01-10T17:00:00,-2.5,0,0,19.5,Partially cloudy
2022-01-10T18:00:00,-2.5,0,0,12,Partially cloudy
2022-01-10T19:00:00,-2.5,0,0,13.7,Clear
2022-01-10T20:00:00,-2.6,0,0,17.7,Clear
2022-01-10T21:00:00,-3,0,0,11.5,Clear
2022-01-10T22:00:00,-3,0,0,16.4,Clear
2022-01-10T23:00:00,-3.6,0,0,6.9,Clear
2022-01-11T00:00:00,-3.9,0,0,19.9,Clear
2022-01-11T01:00:00,-5.3,0,0,21.9,Overcast
2022-01-11T02:00:00,-5.7,0,0,35.3,Clear
2022-01-11T03:00:00,-6.4,0,0,24.5,Clear
2022-01-11T04:00:00,-6.7,0,0,21.6,Clear
2022-01-11T05:00:00,-7.5,0,0,22,Clear
2022-01-11T06:00:00,-7.9,0,0,25.8,Clear
2022-01-11T07:00:00,-8.4,0,0,21.9,Clear
2022-01-11T08:00:00,-8.6,0,0,18.4,Clear
2022-01-11T09:00:00,-8.9,0,0,25.3,Partially cloudy
2022-01-11T10:00:00,-8.9,0,0,27.7,Clear
2022-01-11T11:00:00,-8.6,0,0,16.9,Clear
2022-01-11T12:00:00,-8.4,0,0,17.3,Clear
2022-01-11T13:00:00,-7.5,0,0,15.5,Clear
2022-01-11T14:00:00,-7.4,0,0,19.1,Clear
2022-01-11T15:00:00,-6.9,0,0,3.9,Clear
2022-01-11T16:00:00,-6.9,0,0,8.9,Clear
2022-01-11T17:00:00,-7,0,0,13.1,Clear
2022-01-11T18:00:00,-6.9,0,0,11,Clear
2022-01-11T19:00:00,-7.5,0,0,7.6,Clear
2022-01-11T20:00:00,-8,0,0,1.4,Clear
2022-01-11T21:00:00,-7.5,0,0,2,Clear
2022-01-11T22:00:00,-7.5,0,0,0,Clear
2022-01-11T23:00:00,-7,0,0,8,Clear
2022-01-12T00:00:00,-6.6,0,0,13,Clear
2022-01-12T01:00:00,-6.1,0,0,9,Clear
2022-01-12T02:00:00,-6,0,0,4.4,Partially cloudy
2022-01-12T03:00:00,-6,0,0,11.8,Clear
2022-01-12T04:00:00,-5.5,0,0,12.1,Partially cloudy
2022-01-12T05:00:00,-4.8,0,0,8.9,Clear
2022-01-12T06:00:00,-3.8,0,0,22.3,Clear
2022-01-12T07:00:00,-3.6,0,0,15.5,Clear
2022-01-12T08:00:00,-2.6,0,0,16.6,Clear
2022-01-12T09:00:00,-1.9,0,0,14.3,Partially cloudy
2022-01-12T10:00:00,-0.8,0,0,12.8,Partially cloudy
2022-01-12T11:00:00,0.5,0,0,13.3,Clear
2022-01-12T12:00:00,1.6,0,0,13.7,Partially cloudy
2022-01-12T13:00:00,3.1,0,0,11.8,Partially cloudy
2022-01-12T14:00:00,3.8,0,0,12.6,Partially cloudy
2022-01-12T15:00:00,4.3,0,0,13.4,Clear
2022-01-12T16:00:00,4.2,0,0,10.4,Partially cloudy
2022-01-12T17:00:00,4,0,0,7.4,Clear
2022-01-12T18:00:00,3.5,0,0,9.4,Clear
2022-01-12T19:00:00,3.6,0,0,9.8,Clear
2022-01-12T20:00:00,3.9,0,0,12,Clear
2022-01-12T21:00:00,3.4,0,0,10.2,Clear
2022-01-12T22:00:00,3,0,0,10.7,Clear
2022-01-12T23:00:00,3.3,0,0,7.4,Clear
2022-01-13T00:00:00,3,0,0,0,Partially cloudy
2022-01-13T01:00:00,3,0,0,0,Partially cloudy
2022-01-13T02:00:00,1.9,0,0,1.4,Partially cloudy
2022-01-13T03:00:00,1.8,0,0,3,Partially cloudy
2022-01-13T04:00:00,1.8,0,0,6.5,Partially cloudy
2022-01-13T05:00:00,1.9,0,0,1.4,Partially cloudy
2022-01-13T06:00:00,2.7,0,0,0,Overcast
2022-01-13T07:00:00,2,0,0,4,Clear
2022-01-13T08:00:00,2.1,0,0,5.4,Partially cloudy
2022-01-13T09:00:00,3.1,0,0,2,Partially cloudy
2022-01-13T10:00:00,4.7,0,0,6.5,Overcast
2022-01-13T11:00:00,5.7,0,0,2,Overcast
2022-01-13T12:00:00,7.4,0,0,6.9,Partially cloudy
2022-01-13T13:00:00,8.3,0,0,10.3,Partially cloudy
2022-01-13T14:00:00,8.4,0,0,11.6,Partially cloudy
2022-01-13T15:00:00,7.8,0,0,9,Partially cloudy
2022-01-13T16:00:00,6.8,0,0,6.9,Partially cloudy
2022-01-13T17:00:00,5,0,0,7.9,Partially cloudy
2022-01-13T18:00:00,5,0,0,8.4,Partially cloudy
2022-01-13T19:00:00,4.4,0,0,10.3,Partially cloudy
2022-01-13T20:00:00,4.5,0,0,9.8,Partially cloudy
2022-01-13T21:00:00,4.5,0,0,9.8,Partially cloudy
2022-01-13T22:00:00,4.8,0,0,8.5,Partially cloudy
2022-01-13T23:00:00,5,0,0,9,Partially cloudy
2022-01-14T00:00:00,4.2,0,0,8,Partially cloudy
2022-01-14T01:00:00,4.5,0,0,6.9,Partially cloudy
2022-01-14T02:00:00,4.5,0,0,11.8,Overcast
2022-01-14T03:00:00,4.5,0,0,10.3,Overcast
2022-01-14T04:00:00,4.5,0,0,7.4,Overcast
2022-01-14T05:00:00,4.5,0,0,6.9,Partially cloudy
2022-01-14T06:00:00,4.5,0,0,15.2,Partially cloudy
2022-01-14T07:00:00,4.2,0,0,13.7,Partially cloudy
2022-01-14T08:00:00,4.2,0,0,11,Partially cloudy
2022-01-14T09:00:00,4.2,0,0,18.6,Partially cloudy
2022-01-14T10:00:00,5.2,0,0,16.4,Partially cloudy
2022-01-14T11:00:00,5.7,0,0,17.3,Partially cloudy
2022-01-14T12:00:00,5.7,0,0,29.6,Partially cloudy
2022-01-14T13:00:00,5,0,0,25.4,Partially cloudy
2022-01-14T14:00:00,4.5,0,0,22,Partially cloudy
2022-01-14T15:00:00,4.4,0,0,22.8,Partially cloudy
2022-01-14T16:00:00,4.2,0,0,18.1,Partially cloudy
2022-01-14T17:00:00,2.4,0,0,21.1,Clear
2022-01-14T18:00:00,1.3,0,0,19.8,Partially cloudy
2022-01-14T19:00:00,0.3,0,0,20.4,Partially cloudy
2022-01-14T20:00:00,-0.5,0,0,12.5,Partially cloudy
2022-01-14T21:00:00,-1.5,0,0,20.6,Clear
2022-01-14T22:00:00,-2.8,0,0,17.3,Clear
2022-01-14T23:00:00,-4.2,0,0,20.2,Clear
2022-01-15T00:00:00,-5.8,0,0,22.4,Clear
2022-01-15T01:00:00,-6.6,0,0,16.4,Clear
2022-01-15T02:00:00,-7.5,0,0,15.1,Clear
2022-01-15T03:00:00,-8,0,0,18.1,Clear
2022-01-15T04:00:00,-9.1,0,0,16.3,Clear
2022-01-15T05:00:00,-9.7,0,0,9.4,Clear
2022-01-15T06:00:00,-10.3,0,0,14.1,Clear
2022-01-15T07:00:00,-10.8,0,0,15,Clear
2022-01-15T08:00:00,-11.4,0,0,14.6,Clear
2022-01-15T09:00:00,-11.4,0,0,12.5,Clear
2022-01-15T10:00:00,-10.8,0,0,13.7,Clear
2022-01-15T11:00:00,-9.8,0,0,13.4,Clear
2022-01-15T12:00:00,-8.3,0,0,15.9,Clear
2022-01-15T13:00:00,-7.8,0,0,18.4,Partially cloudy
2022-01-15T14:00:00,-6.8,0,0,13.7,Partially cloudy
2022-01-15T15:00:00,-6.8,0,0,13.4,Partially cloudy
2022-01-15T16:00:00,-7,0,0,9.5,Partially cloudy
2022-01-15T17:00:00,-7.1,0,0,9.5,Partially cloudy
2022-01-15T18:00:00,-7.6,0,0,12.6,Partially cloudy
2022-01-15T19:00:00,-8,0,0,11.8,Partially cloudy
2022-01-15T20:00:00,-8.7,0,0,13.1,Partially cloudy
2022-01-15T21:00:00,-9.1,0,0,16.3,Partially cloudy
2022-01-15T22:00:00,-10.2,0,0,11.3,Clear
2022-01-15T23:00:00,-10.3,0,0,21,Clear
2022-01-16T00:00:00,-10.8,0,0,18.1,Clear
2022-01-16T01:00:00,-11.2,0,0,15.9,Clear
2022-01-16T02:00:00,-11.4,0,0,13.9,Clear
2022-01-16T03:00:00,-11.9,0,0,13.9,Clear
2022-01-16T04:00:00,-11.9,0,0,7.9,Clear
2022-01-16T05:00:00,-12,0,0,11.8,Clear
2022-01-16T06:00:00,-11.8,0,0,11.2,Clear
2022-01-16T07:00:00,-11.8,0,0,11.6,Clear
2022-01-16T08:00:00,-11.6,0,0,10.2,Clear
2022-01-16T09:00:00,-10.6,0,0,8.3,Partially cloudy
2022-01-16T10:00:00,-8.8,0,0,8,Overcast
2022-01-16T11:00:00,-7.1,0,0,13.7,Partially cloudy
2022-01-16T12:00:00,-5.7,0,0,13.4,Partially cloudy
2022-01-16T13:00:00,-4.5,0,0,10,Overcast
2022-01-16T14:00:00,-3.8,0,0,12.8,Overcast
2022-01-16T15:00:00,-3.7,0,0,16.4,Partially cloudy
2022-01-16T16:00:00,-2.8,0,0,26.4,Overcast
2022-01-16T17:00:00,-1.4,0,0,17,Overcast
2022-01-16T18:00:00,-0.5,0,0,18.4,Overcast
2022-01-16T19:00:00,0.3,0,0,16.2,Overcast
2022-01-16T20:00:00,-0.5,0.505,0,23.5,"Snow, Overcast"
2022-01-16T21:00:00,0.2,0.866,0.1,22.4,"Freezing Drizzle/Freezing Rain, Overcast"
2022-01-16T22:00:00,0.8,1.822,0.2,18.7,"Rain, Overcast"
2022-01-16T23:00:00,1.8,2.353,0.1,29.3,"Rain, Overcast"
2022-01-17T00:00:00,3.3,3.342,0,21.9,"Rain, Overcast"
2022-01-17T01:00:00,3.8,4.295,0,24.5,"Rain, Overcast"
2022-01-17T02:00:00,4.3,4.044,0,29.4,"Rain, Overcast"
2022-01-17T03:00:00,4.2,2.548,0,34.9,"Rain, Overcast"
2022-01-17T04:00:00,4.5,6.187,0,34.4,"Rain, Overcast"
2022-01-17T05:00:00,4.5,4.816,0,22.4,"Rain, Overcast"
2022-01-17T06:00:00,5.8,0.5,0,8.8,"Rain, Overcast"
2022-01-17T07:00:00,6.8,0,0,17.7,Overcast
2022-01-17T08:00:00,5.9,0,0,14.1,Overcast
2022-01-17T09:00:00,5.2,0.091,0,13,"Rain, Overcast"
2022-01-17T10:00:00,4.2,0.386,0,21.9,"Rain, Overcast"
2022-01-17T11:00:00,3.8,0,0,11.5,Partially cloudy
2022-01-17T12:00:00,3.5,0,0,18.9,Overcast
2022-01-17T13:00:00,3,0,0,17.4,Overcast
2022-01-17T14:00:00,2.5,0,0,26.1,Overcast
2022-01-17T15:00:00,3,0,0,16.4,Overcast
2022-01-17T16:00:00,3,0,0,29.5,Overcast
2022-01-17T17:00:00,2.5,0,0,18.7,Overcast
2022-01-17T18:00:00,2,0,0,20.6,Overcast
2022-01-17T19:00:00,2.5,0.22,0,16.6,"Snow, Overcast"
2022-01-17T20:00:00,2.4,0,0,6.9,Overcast
2022-01-17T21:00:00,2,0,0,22.3,Overcast
2022-01-17T22:00:00,2,0,0,24.2,Overcast
2022-01-17T23:00:00,1.4,0,0,24.8,Overcast
2022-01-18T00:00:00,1.3,0,0,23,Overcast
2022-01-18T01:00:00,1.3,0,0,21.4,Overcast
2022-01-18T02:00:00,0.9,0,0,26.6,Overcast
2022-01-18T03:00:00,-0.3,0,0,27.9,Partially cloudy
2022-01-18T04:00:00,-0.8,0,0,25.3,Partially cloudy
2022-01-18T05:00:00,-0.3,0,0,24.3,Partially cloudy
2022-01-18T06:00:00,-0.5,0,0,23.8,Overcast
2022-01-18T07:00:00,-0.8,0,0,19.3,Partially cloudy
2022-01-18T08:00:00,-0.5,0,0,18.4,Overcast
2022-01-18T09:00:00,0.3,0,0,20,Partially cloudy
